"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Korea, Dem. People’s Rep.","PRK","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","40.195","41.162","42.136","43.116","44.102","45.091","46.084","47.081","49.012","51.609","54.2","54.702","55.204","55.703","56.202","56.7","56.74","56.78","56.82","56.86","56.9","57.049","57.198","57.346","57.495","57.644","57.792","57.94","58.088","58.236","58.384","58.531","58.679","58.826","58.939","59.018","59.097","59.176","59.255","59.334","59.412","59.491","59.57","59.648","59.727","59.805","59.884","59.962","60.04","60.195","60.377","60.557","60.738","60.918","61.098","61.277","61.471","61.678","61.899","62.134","",
"Korea, Dem. People’s Rep.","PRK","Urban population","SP.URB.TOTL","4591948","4801792","5002265","5202147","5416792","5657804","5928685","6225377","6670524","7230596","7810437","8101104","8395298","8685964","8965387","9227778","9393163","9537097","9668482","9800200","9941648","10115489","10300538","10493294","10688400","10881595","11071095","11258893","11448171","11643563","11847897","12062742","12285859","12509840","12717847","12902692","13068378","13217118","13354153","13487498","13622622","13762041","13903312","14042586","14174848","14295887","14405015","14503807","14595809","14704640","14821851","14941462","15063396","15186524","15309785","15431897","15556923","15684706","15815082","15947412","",
"Korea, Dem. People’s Rep.","PRK","Urban population growth (annual %)","SP.URB.GROW","","4.46848466642937","4.09016282849467","3.91806151287919","4.0432333312117","4.35320727618922","4.67666035609822","4.88315681415888","6.90644147954925","8.06230495132337","7.71394491168086","3.65394324957101","3.56714385321293","3.40366022842123","3.16628844969252","2.88470088045026","1.77638014050861","1.52070572482882","1.3682175332558","1.35314768406528","1.43300080631129","1.73350118000123","1.81283133865298","1.85402595811748","1.84226547813096","1.79137887041933","1.72648278699612","1.68206474496888","1.66716739819801","1.69235158711967","1.73968883566307","1.79711451626892","1.83273975585619","1.80666084302555","1.64907479505815","1.44296891876476","1.27594471732472","1.13173886913871","1.03146149796116","0.99357596874731","0.996861090792236","1.01823567872722","1.02129351413603","0.996748453597228","0.937455678094682","0.850274706472367","0.760453632406197","0.683475684894238","0.632326602166212","0.742865752573777","0.793942061676778","0.803752216178068","0.812766194291859","0.81407607024411","0.808371080060554","0.794443467652925","0.806914741389837","0.818034889168256","0.82779442511481","0.833251731729597","",
"Korea, Dem. People’s Rep.","PRK","Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.8","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.73","","0.55","","0.55","","0.78","","0.71","","0.76","","","","","","0.94","","0.58","","","","",
"Korea, Dem. People’s Rep.","PRK","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.41","","0.35","","0.41","","0.61","","0.79","","0.95","","","","1.31","","","","0.73","","","","",
"Korea, Dem. People’s Rep.","PRK","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","5.65304666174611","5.70099510569328","5.80957489534787","5.92806677702017","6.03941292020733","6.13053968810582","6.20080724734811","6.2565691983797","6.40030971385561","6.61721318806062","6.84778354521734","7.09231581494094","7.35196499210831","7.63123333785022","7.93998123630037","8.28371451709828","8.66875275525218","9.0933462756521","9.55410568992693","10.0397222828523","10.5424979424386","10.7590956746937","10.9718964821404","11.1840204732549","11.4022660832319","11.6294820248598","11.8692140308439","12.1191935811399","12.2320909800392","12.342053806301","12.447436447959","12.5462136963436","12.6418107994668","12.7403467928885","12.716657192503","12.5764266603435","12.4585466990705","12.3594940682822","12.2735382510515","12.1927817992685","12.1119626500415","12.0292284003185","11.9467024355712","11.8674345626062","11.7958948761523","11.7347322749209","11.6845807151518","11.6433953214879","11.6082991205893","11.6229915081012","11.6531390734779","11.6817210123378","11.709529587415","11.7367120625034","11.7646467248938","11.7939949808276","11.8247284309498","11.8566015670084","11.8899550716974","11.9256791072105","",
"Korea, Dem. People’s Rep.","PRK","Population in urban agglomerations of more than 1 million","EN.URB.MCTY","645814","665055","689696","715249","741786","769231","797731","827287","871081","927094","986793","1050338","1118070","1189965","1266592","1348153","1435090","1527371","1625725","1730413","1842000","1907720","1975881","2046476","2119697","2195325","2273761","2355000","2410740","2467640","2525965","2585668","2646867","2709341","2743998","2749496","2755013","2760526","2766057","2771600","2777161","2782719","2788295","2793882","2799488","2805090","2810710","2816343","2821994","2839304","2860710","2882276","2904035","2925898","2947956","2970180","2992572","3015132","3037862","3060864","",
"Korea, Dem. People’s Rep.","PRK","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","14.0640529901471","13.850141780402","13.7876741835948","13.7491116648568","13.6941939066518","13.5959287384293","13.4554458535071","13.2889461955477","13.0586592597523","12.8218199440267","12.6342866602727","12.9653686707392","13.3178119466397","13.699861063205","14.1275775379245","14.6097251147568","15.2780272204368","16.0150515403167","16.8146871453037","17.6569151649966","18.5281152581544","18.8593947361319","19.1823087298935","19.5027033455843","19.8317521799334","20.1746618946947","20.5378149135203","20.9167988362621","21.0578615570994","21.1931691355988","21.3199439529226","21.4351596013576","21.5440125106433","21.6576790750321","21.5759632900128","21.3094755730045","21.0815221292191","20.8859904254468","20.7130845363236","20.5494006375386","20.3863911073801","20.2202493074973","20.0548977107038","19.8957798798597","19.749686204748","19.6216576138298","19.5120241110474","19.4179569543362","19.3342760240285","19.3088984157382","19.300625812525","19.2904549768958","19.2787536090799","19.2664101409908","19.2553716463033","19.2470180432127","19.2362718514452","19.2233886946941","19.2086389435097","19.1934841841422","",
"Korea, Dem. People’s Rep.","PRK","Population in largest city","EN.URB.LCTY","645814","665055","689696","715249","741786","769231","797731","827287","871081","927094","986793","1050338","1118070","1189965","1266592","1348153","1435090","1527371","1625725","1730413","1842000","1907720","1975881","2046476","2119697","2195325","2273761","2355000","2410740","2467640","2525965","2585668","2646867","2709341","2743998","2749496","2755013","2760526","2766057","2771600","2777161","2782719","2788295","2793882","2799488","2805090","2810710","2816343","2821994","2839304","2860710","2882276","2904035","2925898","2947956","2970180","2992572","3015132","3037862","3060864","",
"Korea, Dem. People’s Rep.","PRK","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Urban population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.340680404","","","","","","","","","","2.166493476","","","","","","","","","","2.176276526","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Population density (people per sq. km of land area)","EN.POP.DNST","","96.8822772195","98.5940702599452","100.203205713811","102.004974669878","104.206668881322","106.842903413338","109.813919109708","113.030329706835","116.355277800847","119.677767627273","122.992450793123","126.299900340503","129.502126069263","132.481338759239","135.161033136783","137.48647122332","139.494875840877","141.317025164023","143.14148326551","145.105389917781","147.257121501536","149.560368740138","151.965899842206","154.390316418902","156.774669877917","159.096379038286","161.381828751765","163.67679594718","166.047296736151","168.53296237854","171.158126401462","173.884262104476","176.61185948011","179.204235528611","181.565476289345","183.651175151565","185.493455693049","187.166788472718","188.784004650777","190.425006228719","192.118428701935","193.83317830745","195.518860559754","197.099335603355","198.523104393323","199.774636658085","200.883074495474","201.894709741716","202.876347479445","203.87705340088","204.911427622291","205.968042521385","207.038053317831","208.103579436924","209.150676854082","210.17975251225","211.194958890458","212.190175234615","","",
"Korea, Dem. People’s Rep.","PRK","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","EN.ATM.PM25.MC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","100","","","","","100","","","","","100","","","","","100","100","100","100","100","100","100","100","","","",
"Korea, Dem. People’s Rep.","PRK","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.4530651416047","","","","","38.3574916410906","","","","","38.1620577505501","","","","","39.0947142676998","","","","","39.3426569629658","38.8933687936219","36.4075144608111","37.1348558556884","35.2402154048664","37.4117838122761","31.7584241459447","32.0074516237453","","","",
"Korea, Dem. People’s Rep.","PRK","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.3910102844238","27.7352123260498","29.1309661865234","30.600227355957","32.1344032287598","33.7172660827637","35.332592010498","36.9641418457031","38.5983963012695","40","","",
"Korea, Dem. People’s Rep.","PRK","Urban land area (sq. km)","AG.LND.TOTL.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2343.61377","","","","","","","","","","2343.61377","","","","","","","","","","2343.61377","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Urban land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.087513079","","","","","","","","","","0.087513079","","","","","","","","","","0.087513079","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106.4045792","","","","","","","","","","106.4045792","","","","","","","","","","106.4045792","","","","","","","","","","",
